import,http://dront.ru/old/clnct/story.html,"Информационно-разъяснительная кампания по вовлечению нижегородцев в процесс раздельного сбора твердых бытовых отходов","<div class=""text"" ></div>
	<div class=""text"">
<!--10356--><!--22fe3e0e--><!--22fe3e0e-->
</div>",,,
import,http://dront.ru/old/defense/,"ЖИТЕЛИ КУЗНЕЧИХИ НЕ ВЫДЕРЖАЛИ ПРОИЗВОЛА И ПОДАЛИ В СУД","<p class=""date""><span class=""month"">Июнь</span><span class=""day""> 05 </span><span class=""year"">2008</span></p>
      <h2 class=""title""><a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa.htm"" rel=""bookmark"">ЖИТЕЛИ КУЗНЕЧИХИ НЕ ВЫДЕРЖАЛИ ПРОИЗВОЛА И ПОДАЛИ В СУД</a></h2>
      <div class=""meta""> 
	  <p><font face=""Verdana, Arial, Helvetica, sans-serif"">Направление: <a title="""" href=""http://dront.ru/old/defense/zanas/index.htm"">Защита зеленых насаждений</a></font></p>
      </div>
      <div class=""entry""> 
        <p><font face=""Verdana, Arial, Helvetica, sans-serif""><font size=""2,5"">5 
          июня 2008 года состоялось предварительное судебное заседание по признанию 
          незаконным перевода территории зеленой зоны в границах улиц генерала 
          Штеменко, Ванеева, бульвара 60-лет Октября в микрорайоне ""Кузнечиха"" 
          Советского района города Нижнего Новгорода под застройку многоэтажного 
          жилого комплекса</font></font><font face=""Verdana, Arial, Helvetica, sans-serif""><a class=""more-link"" href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa.htm""> Читать далее »</a></font></p>
                </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/index.html,"ЖИТЕЛИ КУЗНЕЧИХИ НЕ ВЫДЕРЖАЛИ ПРОИЗВОЛА И ПОДАЛИ В СУД","<p class=""date""><span class=""month"">Июнь</span><span class=""day""> 05 </span><span class=""year"">2008</span></p>
      <h2 class=""title""><a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa.htm"" rel=""bookmark"">ЖИТЕЛИ КУЗНЕЧИХИ НЕ ВЫДЕРЖАЛИ ПРОИЗВОЛА И ПОДАЛИ В СУД</a></h2>
      <div class=""meta""> 
	  <p><font face=""Verdana, Arial, Helvetica, sans-serif"">Направление: <a title="""" href=""http://dront.ru/old/defense/zanas/index.htm"">Защита зеленых насаждений</a></font></p>
      </div>
      <div class=""entry""> 
        <p><font face=""Verdana, Arial, Helvetica, sans-serif""><font size=""2,5"">5 
          июня 2008 года состоялось предварительное судебное заседание по признанию 
          незаконным перевода территории зеленой зоны в границах улиц генерала 
          Штеменко, Ванеева, бульвара 60-лет Октября в микрорайоне ""Кузнечиха"" 
          Советского района города Нижнего Новгорода под застройку многоэтажного 
          жилого комплекса</font></font><font face=""Verdana, Arial, Helvetica, sans-serif""><a class=""more-link"" href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa.htm""> Читать далее »</a></font></p>
                </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/zakon.html,ЗАКОНОДАТЕЛЬСТВО,"<p class=""date""> </p>
   <div class=""meta""> 
        <p> </p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000""><b><font size=""3"" color=""#006600""><a title=""Законодательство"" href=""http://dront.ru/old/defense/zakon.html"">ЗАКОНОДАТЕЛЬСТВО</a></font></b><br>
          </font></p>
        <p> </p>
        <p><font face=""Georgia, Times New Roman, Times, serif"" size=""3"" color=""#666666""><a href=""http://dront.ru/old/defense/zakon_mezh.htm"">Международное 
          законодательство</a></font></p>
        <p><font face=""Georgia, Times New Roman, Times, serif"" size=""3"" color=""#666666""><a href=""http://dront.ru/old/defense/zakon_rf.htm"">Федеральное 
          законодательство</a></font></p>
        <p><font face=""Georgia, Times New Roman, Times, serif"" size=""3"" color=""#666666""><a href=""http://dront.ru/old/defense/zakon_nizhobl.htm"">Законодательство 
          Нижегородской области</a></font></p>
        <p><font face=""Georgia, Times New Roman, Times, serif"" size=""3"" color=""#666666""><a href=""http://dront.ru/old/defense/zakon_nn.htm"">Законодательство 
          Нижнего Новгорода</a></font></p>
        <p> </p>
        <p><font face=""Courier New, Courier, mono"" color=""#000000""><br>
          </font> </p>
        </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/doklad.html,ДОКЛАДЫ,"<p class=""date""> </p>
   <div class=""meta""> 
        <p> </p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000""><b><font size=""3"" color=""#006600""><a title=""Доклады"" href=""http://dront.ru/old/defense/doklad.html"">ДОКЛАДЫ</a></font></b><br>
          </font></p>
        <p> </p>
        <p><a href=""http://nhrc.ru/nhrc/nhrc-dokladprava.htm""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""3"">Доклады 
          по правам человека в Нижегородской области</font></a></p>
        <p><font face=""Courier New, Courier, mono"" color=""#000000""><br>
          </font> </p>
        </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/priem.php,"ОБРАТНАЯ СВЯЗЬ","<p class=""date""> </p>
   <div class=""meta""> 
        <p> </p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000""><b><font size=""3"" color=""#006600""><a title=""Приемная"" href=""http://dront.ru/old/defense/priem.html"">ОБРАТНАЯ СВЯЗЬ</a></font></b><br>
          </font></p>
        <p><font face=""Courier New, Courier, mono"" color=""#000000"" size=""2.5""><i><font face=""Verdana, Arial, Helvetica, sans-serif""><b>Наш 
          e-mail: </b></font><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000"" size=""2.5"">aee@dront.ru, 
          churochkina@dront.ru, e_kornilova@dront.ru</font></i></font></p>
        <p>
          <style type=""text/css"">
.inpmail {
	font-family: verdana, serif;
	font-size: 11px;
	border: 1px solid gray;
	text-align: center;
}
</style>
</p>
<table cellpadding=""2"" cellspacing=""0"">
	<form action=""/aaa/mailer/mail.php"" name=""mailform"" method=""post"" target=""sendmail"">
	<tr>
		<td>
	    <font ><input type=""text"" maxlength=""12"" id=""sn"" name=""sendernm"" class=""inpmail""  value=""[ ваше имя ]"" onfocus='if (this.value==""[ ваше имя ]"") this.value="""";' onblur='if (this.value=="""") this.value=""[ ваше имя ]"";'>
	    </font>
</td>
		<td>
		<font ><input type=""text"" maxlength=""40"" id=""sm"" name=""senderml"" class=""inpmail""  value=""[ ваша почта ]"" onfocus='if (this.value==""[ ваша почта ]"") this.value="""";' onblur='if (this.value=="""") this.value=""[ ваша почта ]"";'>
		</font>
</td>
	</tr>
	<tr>
		<td colspan=""2"">
		<textarea name=""senderbody"" class=""inpmail"" ></textarea><br>
        </td>
  </tr>
      <tr>
    <td colspan=""2"">
		<input type=""submit"" value=""Отослать"" class=""inpmail""  onclick=""sendmail=window.open('','sendmail','width=400,height=100,top=0,left=0,titlebar=no,toolbar=no,location=no,status=no,menubar=no,scrollbars=no,resizable=no');sendmail.document.write('&lt;b&gt;Ваше письмо отправляется...&lt;/b&gt;');"">
		<input type=""reset"" value=""Очистить"" class=""inpmail"" >
		</td>
	</tr>
	</form>
</table>        
        <p>C нами можно связаться, заполнив следующую форму:<br>
        </p>
        <p><font face=""Courier New, Courier, mono"" color=""#000000""><br>
          </font> </p>
      </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/video.html,ВИДЕО,"<p class=""date""> </p>
   <div class=""meta""> 
        <p> </p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000""><b><font size=""3"" color=""#006600""><a title=""Видео"" href=""http://dront.ru/old/defense/video.html"">ВИДЕО</a></font></b><br>
          </font></p>
        <p> </p>
        <p><font face=""Courier New, Courier, mono"" color=""#000000""><br>
          </font> </p>
        </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/koordinaty.html,"ОБЩЕСТВЕННАЯ ПРИЕМНАЯ при ЭКОЛОГИЧЕСКОМ ЦЕНТРЕ""ДРОНТ""","<p class=""date""> </p>
   <div class=""meta""> 
        <p> </p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000""><b><font size=""3"" color=""#006600"">ОБЩЕСТВЕННАЯ 
          ПРИЕМНАЯ при ЭКОЛОГИЧЕСКОМ ЦЕНТРЕ""ДРОНТ""</font></b><br>
          </font></p>
        <p> </p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000""><font size=""2.5"">603001, 
          г. Нижний Новгород, ул. Рождественская, д.16-Д<br>
          </font></font></p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000"" size=""2.5"">тел. 
          430-15-36 <br>
          тел./факс 430-28-81</font></p>
        <p> </p>
        <p><font face=""Courier New, Courier, mono"" color=""#000000"" size=""2.5""><i><font face=""Verdana, Arial, Helvetica, sans-serif""><b>Прием 
          граждан:</b></font></i></font></p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000"" size=""2.5""><i>Чурочкина 
          Анна Павловна</i> (churochkina@dront.ru),</font></p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000"" size=""2.5""><i>Корнилова 
          Елена Валерьевна</i> (e_kornilova@dront.ru)</font></p>
        <p><font face=""Verdana, Arial, Helvetica, sans-serif"" color=""#000000"" size=""2.5""><i><b>Юрист</b>: 
          Чеботарева Ольга Васильевна</i> (aee@dront.ru)</font><font face=""Courier New, Courier, mono"" color=""#000000""><br>
          </font> </p>
      </div>",,,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa.htm,НОВОСТИ,"<h2 class=""title""><font face=""Georgia, Times New Roman, Times, serif"">НОВОСТИ</font></h2>
      <div class=""meta""> 
        <p>Направление: <a title="""" href=""http://dront.ru/old/defense/zanas/index.htm"">Защита зеленых насаждений</a></p>
      </div>
      <div class=""entry""> 
        <p><b><font size=""3""><a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa.htm"">ЖИТЕЛИ КУЗНЕЧИХИ 
          НЕ ВЫДЕРЖАЛИ ПРОИЗВОЛА И ПОДАЛИ В СУД</a></font></b></p>
        <p><font size=""2,5"">НИЖНИЙ НОВГОРОД, 5 июня 2008 года состоялось предварительное 
          судебное заседание по признанию незаконным перевода территории зеленой 
          зоны в границах улиц генерала Штеменко, Ванеева, бульвара 60-лет Октября 
          в микрорайоне ""Кузнечиха"" Советского района города Нижнего 
          Новгорода под застройку многоэтажного жилого комплекса. <br>
          </font></p>
        <p><font size=""2,5"">С заявлением в суд обратились жители микрорайона Кузнечиха, 
          которые проживают вблизи зеленой зоны. Согласно Генеральному плану города 
          Нижнего Новгорода данная территория является озелененной территорией 
          общего пользования, на которой, в соответствии с российским законодательством, 
          запрещается любая хозяйственная и иная деятельность, оказывающая негативное 
          воздействие на указанные территории и препятствующая осуществлению ими 
          функций экологического, санитарно-гигиенического и рекреационного назначения. 
          <br>
          </font></p>
        <p><font size=""2,5"">Несмотря на это и на то, что в городе Нижнем Новгороде 
          нормативы по озеленению и так не соблюдаются, Городская Дума города, 
          приняв Правила землепользования и застройки и последующие изменения 
          в них, переводит около двадцати гектаров, густо засаженных деревьями, 
          под вырубку и строительство многоэтажных зданий. <br>
          Жители микрорайона ""Кузнечиха"", не согласились с принятым 
          Городской Думой решением и считают, что их, закрепленные в Конституции 
          права на благоприятную окружающую среду и здоровье, нарушены. </font></p>
        <p><font size=""2,5""><i>Для информации: за период от 15 ноября 2005 года 
          по 21 ноября 2007 года в Нижнем Новгороде было переведено 36 природно-рекреационных 
          зон в другие, такие как<br>
          производственные, коммунальные, жилые, общественно-деловые и коммерческие. 
          </i> </font> </p>
        <p align=""center""><a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/1.JPG""><img src=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/1.JPG""   border=""0""></a> 
          <a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/2.JPG""><img src=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/2.JPG""   border=""0""></a> 
          <a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/3.JPG""><img src=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/3.JPG""   border=""0""></a> 
        </p>
        <p align=""center""><a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/4.JPG""><img src=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/4.JPG""   border=""0""></a> 
          <a href=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/21.JPG""><img src=""http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/21.JPG""   border=""0""></a> 
        </p>
        <p><br>
        </p>
      </div>",,http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/1.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/1.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/2.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/2.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/3.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/3.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/4.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/4.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/21.JPG|http://dront.ru/old/defense/zanas/2008_06_05_kuznechixa/21.JPG,http://dront.ru/old/defense/
import,http://dront.ru/old/defense/zanas/index.htm,НОВОСТИ,"<h2 class=""title""><a href=""http://dront.ru/old/defense/zanas/index.htm"" rel=""bookmark""><font face=""Georgia, Times New Roman, Times, serif"">НОВОСТИ</font></a></h2>
      <div class=""meta""> 
        <p>Направление: <a title="""" href=""http://dront.ru/old/defense/zanas/index.htm"">Защита зеленых насаждений</a></p>
      </div>
      <div class=""entry""> 
        <p><b><font size=""3"">ОЧЕРЕДНОЕ ЗАЯВЛЕНИЕ В ЗАЩИТУ ПАРКА ДУБКИ</font></b></p>
        <p><font size=""2""><b>НИЖНИЙ НОВГОРОД, 31 января 2008 года</b></font> <font color=""#000000""> 
          жители Ленинского района города Нижнего Новгорода - защитники парка 
          ""Дубки"" - подали в Нижегородский районный суд очередное заявление, 
          теперь уже на отмену Постановления 5201 от 06.11.2007 г. ""Об утверждении 
          проекта границ земельного участка, предварительном согласовании места 
          размещения объекта - многофункционального центра досуга и отдыха в составе 
          развлекательно-парковой зоны и развлекательно-торгового центра в границах 
          улиц Новикова-Прибоя, Глеба Успенского, Адмирала Макарова и проспекта 
          Ленина в Ленинском районе"" и Акта о выборе земельного участка для 
          строительства многофункционального центра досуга и отдыха в составе 
          развлекательно-парковой зоны и развлекательно-торгового центра в границах 
          улиц Новикова-Прибоя, Глеба Успенского, Адмирала Макарова и проспекта 
          Ленина в Ленинском районе г. Нижнего Новгорода, площадью 5,2525 га от 
          01.11.2007 г. Одним из основных доводов стало катастрофически низкое 
          количество зеленых насаждений как в Ленинском районе, так и в Нижнем 
          Новгороде в целом. Так на одного человека, проживающего в Ленинском 
          районе г. Н. Новгорода приходится лишь 3,4 кв. м зеленых насаждений 
          общего пользования (в среднем по г. Нижнему Новгороду - 13,8 кв. м), 
          что в 4-5 раз ниже нормы, установленной законодательством. Планируемое 
          строительство развлекательного центра, а точнее вырубка зеленых насаждений 
          в парке ""Дубки"" под него, приведет к еще большему нарушению 
          требований законодательства, существенно ухудшит и так уже не лучшее 
          состояние окружающей среды и здоровье граждан. <br>
          Также, как стало известно из исследований, заказанных самой администрацией 
          города, на территории парка (под пятном застройки) произрастают растения, 
          занесенные в Красную книгу Нижегородской области и другие ценные растения, 
          такие как столетние дубы. Если строительство начнется, то деревья попадут 
          под вырубку.<br>
          Напомним, что в январе этого года Нижегородский областной суд вернул 
          на новое рассмотрение заявление жителей Ленинского района о признании 
          недействительным Постановления Городской Думы Нижнего Новгорода ""О 
          внесении изменений в Правила землепользования и застройки в городе Нижнем 
          Новгороде"" 63 от 20.06.2007 г. с принятием которого часть территории 
          парка ""Дубки"" потеряла статус рекреационной.</font></p>
        <p><br>
        </p>
      </div>",,,http://dront.ru/old/defense/
