post,http://dront.ru/news/2009-08-19/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-04-12/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-06-30/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-07-30-3/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-07-30/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-01/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-10/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-14-2/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-19/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-20/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-23/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-09-28-2/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-10-12/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-10-25/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-11-01/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-11-02/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-11-04/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-11-17/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-11-18/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-11-20/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-12-06-2/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-12-06/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-12-07-3/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010-12-23/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2010/,"Инфрафонд РВК инвестирует в инжиниринговую компанию для улучшения экологии","<p><strong>В декабре 2015 года Инфрафонд РВК инвестировал в инжиниринговую компанию<span > </span> <span >«</span>ЭКАТ»<span > </span> <span >(</span>г. Пермь) для разработки и внедрения решений по уменьшению вредных выбросов в нефтегазовой отрасли и решения экологических проблем.</strong></p>
<p>Компания<span > </span> <span >«</span>ЭКАТ» специализируется на внедрении решений в области газоочистного оборудования на локальных источниках выбросов в химической и металлургической отраслях на основе уникальной технологии разложения вредных примесей методами плазмо- и термокатализа. Компания успешно работает в России и за рубежом, в том числе в Германии, Эстонии, Украине, Узбекистане и Белоруссии. Среди ее клиентов дочерние компании<span > </span> <span >«</span>Сибура» и<span > </span> <span >«</span>Лукойла».</p>
<p>Полученные от РВК инвестиции компания<span > </span> <span >«</span>ЭКАТ» использует для вывода на рынок собственной разработки – энергоэффективной универсальной модульной системы очистки воздуха и газовых выбросов, применимой для наиболее типичных видов и классов загрязнений в нефтегазовой промышленности, которая позволяет значительно улучшить экологию в регионах деятельности нефтегазовых компаний.</p>
<p>Разработки компании позволяют снизить концентрацию оксидов азота в выбросах на объектах транспортировки газа благодаря внедрению систем каталитической очистки и автоматических газоанализаторов отходящих газов в сочетании с сокращением выбросов загрязняющих веществ. Они также решают проблему повышение энергоэффективности объектов за счет утилизации тепловой энергии для дальнейшего ее использования.</p>
<p>Компания<span > </span> <span >«</span>ЭКАТ» была также поддержана Венчурным фондом Пермского края.</p>
<p><span > </span> <em><span >«</span>Хочу выразить благодарность руководству Венчурного фонда Пермского края за то, что коллеги обратили наше внимание на столь интересный и перспективный проект,</em> – отмечает <strong>Александр Локтев,</strong> директор Инфрафонда РВК. – <em>Поддержка региональных компаний, занимающихся инжиниринговой и внедренческой деятельностью, является одной из важнейших задач фонда».</em></p>
<p>Основателем компании и директором является <strong>Александр Макаров,</strong> выпускник Механико-математический факультета Пермского государственного университета, кандидат технических наук.</p>
<p><span > </span> <em><span >«</span>Инвестиции Инфрафонда РВК позволят компании расширить сферу деятельности за счет внедрения в новую для нас нефтегазовую отрасль,</em> – рассказывает Генеральный директор АО<span > </span> <span >«</span>ЭКАТ» Александр Макаров. – <em>Поддержка РВК поможет нам также выстроить эффективную стратегию выхода на международные рынки».</em></p>
<p><em><a href=""http://venturevolga.com/main.html"" target=""_blank"">VentureVolga.com</a></em></p>
<p> </p>
<br>

",2016-01-21,,
post,http://dront.ru/news/2011-01-19/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-01-23/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-01-25/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-02-06-4/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-02-06/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-02-16-3/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-02-25/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-04-07/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
post,http://dront.ru/news/2011-04-09/,"Эта страница была удалена…","<p>
Эта страница была нами удалена, ибо новость устарела. Возможно, Вам понравятся другие наши статьи, размещенные на этом сайте
<br>

</p>",1970-01-01,,
